40000	Depression sucks! #depression	0	1	0	2	0	-3	0.449	-3.474	0.208	-4.301	0	0	0	0	0	1	0	0	1	0	0.357577	0.119094	0.317173	0.111612	0.18571	0.529924	0.049126	0.040514	0.976338	0.302806	0.418315	0	0.090744	1.8332	0.138675	2.54543	0	0	0	-0.409186	0	0	0	0.958
40001	Feeling worthless as always #depression	0	1	0	1	1	-2	0.438	-1.635	0.142	-5.664	2	1	2	1	1	2	1	1	2	1	0.096877	0.134424	0.047139	0.122526	0.093832	0.044489	0.088052	0.138432	0.290419	0.37268	0.315844	0	0.840289	1.865376	0.411465	0.905299	0	0.207212	0	-0.570833	0	0	0	0.958
40002	Feeling worthless as always 	0	1	0	1	1	-2	0.438	-1.635	0.142	-3.052	2	1	2	1	1	2	1	1	2	1	0.096877	0.134424	0.047139	0.122526	0.093832	0.044489	0.088052	0.138432	0.290419	0.37268	0.315844	0	0.840289	0.396353	0.411465	0.208482	0	0.207212	0	-0.570833	0	0	0	0.958
40003	My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar #depression	1	1	1	2	3	-3	1.317	-6.995	1.8	-9.165	1	1	1	1	1	2	1	1	2	1	0.718131	0.440692	0.526935	0.6003	0.375292	0.541793	0.294564	0.440938	3.440703	1.441209	0.628103	0.419468	0.085605	7.305248	1.357995	1.78515	1.420241	0	3.795759	-2.33258	0	0	1	0.946
40004	Im think ima lay in bed all day and sulk. Life is hitting me to hard rn	0	2	0	2	0	-1	0.368	-4.03	3.565	-1.725	0	0	0	0	0	0	0	0	0	0	1.564458	0.530567	0.767478	1.191038	0.306279	1.112716	0.331783	0.665158	3.860837	1.282668	0.976018	0.106743	0.535716	0	1.798295	0.577192	0.398252	1.090463	0.727001	-1.691071	0	0	0	0.934
40005	So when I try I fail... and when I don't try... I still fail... #confused and #lost	0	4	0	2	0	-4	0.779	-6.558	0.826	-7.237	0	0	0	0	0	0	0	0	0	0	1.56923	0.959406	0.990341	1.107333	0.358651	1.477284	0.866194	0.471164	6.435797	1.143844	1.508511	0	0	0.420477	0	1.339483	1.26065	1.739806	0.194643	-2.398719	0	0	1	0.917
40006	Extreme sadness	0	2	0	1	0	0	0	-2.229	0	-0.453	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407875	0	0.262114	1.787718	0.062144	0	0	-0.84375	0	0	0	0.917
40007	my life in one word is depressing	0	1	0	1	0	-2	0.771	-2.75	0.649	-0.926	0	0	1	0	0	1	0	1	1	1	0.214405	0.121152	0.129913	0.182334	0.072472	0.104649	0.063092	0.12866	0.746705	0.307226	0.11101	0.123332	0.094888	0	0.589349	1.679451	0.00592	0.28358	0.09375	-0.25	0	0	0	0.917
40008	Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression	0	3	0	4	1	-9	0.935	-9.042	1.54	-9.338	1	1	2	3	1	2	1	1	4	1	1.653706	0.461126	1.543968	1.909487	0.319748	1.282047	0.374135	0.358822	4.799532	1.068069	0.679956	0	1.539549	8.712492	0.411465	0.905299	0.493807	0.00966	0.666667	-3.525446	0	0	0	0.917
40009	Feel so grim + ugly atm	0	2	0	2	0	-5	0.265	-3.746	1.275	-3.849	1	1	2	1	0	1	0	0	2	0	0.16612	0.123396	0.051581	0.069763	0.105655	0.050635	0.060925	0.083607	0.610642	0.241878	0.25036	0	2.008601	0.286178	0	1.406773	0.072982	0	0.308333	-1.585119	0	0	0	0.896
